id,comment,like,text length,evaluation,evaluation,request,request,,,0,Negative
Shine Son,"[ENG] Hello, Taetae씨! My name is Shine. Thank you for taking time to review and react to SB19's song, ""Go Up"". ^^SB19 is a group beginning to become popular here in the Philippines. Even though they are trained by a Korean company and are inspired by K-pop, they aim to share Filipino music to fellow Filipinos and the whole world.As you mentioned, you made your review from the point of view of a Korean, and even though you already appreciate the over all familiar feel of the song, you still found something lacking. From my own point of view (as a Filipino), I can say that this song already delivers a complete package for the Filipino taste, even with Pinoy fans of BTS and other popular K-pop groups. From what I know, they are the first idol group here, even though there are already existing boy bands, among which they stand out.Please do keep an eye out on this group. And your support for them will be very much appreciated .Thank you. :)",1,950,1,Positive,1,Request,,,,
Kristine Pios,"please react to ""SB19 Boy Group sings Hanggang sa Huli"" too!",0,60,33,SS,1,Request,,,,
kiyo hime,PLEASE ALSO REACT TO THEIR LIVE VERSIONS KAMSA!!!!!,0,51,33,SS,1,Request,,,,
Mary Jhenille Bolences,"As a Filipino the first time I heard their song ""go up"" I actually find it amazing to not find it cringey and weird to listen considering that this type of music is also new to hear (korean style music with  TagLish words). It feels like we are listening to a korean pop music but the difference is we can understand all the words (since the language used is Tagalog) .",0,369,33,SS,0,Not-Request,,,,
Ted Marc,Thanks for the review about SB19 !   If youve time please react to SB19 SEJUN or BIGBANG Taeyung? - (a vdeo by Seoul Fellas - its in Korean),0,140,1,Positive,1,Request,,,,
Dores Arcila,Proudly Pilipino thank's TAETAE ,0,32,1,Positive,0,Not-Request,,,,
Jimin1299,This song was actually recorded and produce in S. K.  By the same producer who also produced Wanna one songs..,0,110,33,SS,0,Not-Request,,,,
Archelle Faith,I think you should also watch their live singing in Wish 107.5 here also in youtube.,1,84,33,SS,1,Request,,,,
hireika,Check out Tilaluha for their vocals ,0,36,33,SS,1,Request,,,,
Bea Cassandra L. Castillo,This is the reaview that is most beautiful and clearly explained.,0,65,1,Positive,0,Not-Request,,,,
Iamchel04,AnyeongCan i suggest you to react to sarah geronimo's creep cover and freedom...hope you see this can't wait for your reaction actually she became morisette amon coach in (the voice ph)thank you,0,194,1,Positive,1,Request,,,,
saranghaeyo BTSxSB19,"please react to the SB19 song ""Tilaluha""..it showcase the power of their voices..",0,81,33,SS,1,Request,,,,
누나Noona,Watch Wish Bus 107.5 SB19 Go Up for more of the vocals^^Thank you so much!,0,74,1,Positive,1,Request,,,,
Myca Colarina,"Good day! Please react to Inigo Pascual's new MV called ''Options'' it was directed by Korean Productions, the director is Dawittgold of the said MV was also the same director of EXO Lightsaber. Thank you",0,204,33,SS,1,Request,,,,
neko azura,Well I think I can see them as a wanna one vibe. Idk I just feel it,0,67,33,SS,0,Not-Request,,,,
Janelle Ann Obillo,"Good day! Please react to Inigo Pascual's new MV called ''Options'' it was directed by Korean Productions, the director is Dawittgold of the said MV was also the same director of EXO Lightsaber. Thank you",0,204,33,SS,1,Request,,,,
Red Blue,"Hello po, greetings from philippines. thanks for the reaction vid.I remember you were asking bout their visuals, and in my opinion , no offense, they have above average filipino looks if not what most filipino looks like. But i think that it's good, because it showcases the looks of their nationality with pride. And its kinda bad to like judge looks just because the standard of beauty is par with those korean looks.And what most Aurums say, they are talented and i do agree. ",0,479,1,Positive,0,Not-Request,,,,
Julie Samonte,"Pls. React to their songTILA LUHA, HANGGANG SA MULI & LOVE GOES.Watch SB19 sing""Go Up"" on Wish Bus.",0,99,33,SS,1,Request,,,,
Noime Canete,You should listen to their live vocal skills you gonna know how talented they are,0,81,33,SS,1,Request,,,,
Tyn Woong,Hi taetae your handsome  Thankyou for reaction,2,46,1,Positive,0,Not-Request,,,,
Lallyjane Bandojo,Please react to KZ Tandingan rolling in the deep live at 107,0,60,33,SS,1,Request,,,,
namsexyjoon _,"hi!! thank u for reacting to their vid!! please also to their other vids!! also I subscribed to your channel when you reacted to morisette amon's resignation also in my perspective as a filipino fan, I love their music and also the fresh style in terms of music and dance. That's why I love them ",0,296,1,Positive,1,Request,,,,
Alrevia Gun,"""philippino""?...lol",0,19,0,Negative,0,Not-Request,,,,
Keat Ableish,Hello! Please react to SB19s Go Up Dance Choreography and 2x Speed Dance Challenge! Thank youuu ,0,96,33,SS,1,Request,,,,
Donna Ace Abo,It's so weird whenever you speak korean in a long sentences but the translation wasn't that long. xD,0,100,0,Negative,0,Not-Request,,,,
Heather Kim,I also suggest you to watch their dance practice it's worth watching ,0,69,33,SS,1,Request,,,,
dadbabelexi,You have the best evaluation and comment from all reactors,0,58,33,SS,0,Not-Request,,,,
Mark jay Macazar,Please react to Darren Espanto and Morisette Amon sing A Whole New World on wish 107.5 .I hope you like it i going to watch it.thank you,0,136,33,SS,1,Request,,,,
Jester Joy Salcedo,"Wow gomawoyo for reviewing SB19please do react to their TILALUHA also, just turn on the subtitles.. Thank You TAETAE!",8,117,33,SS,1,Request,,,,
Catalina Catalina,Please react to their original song LOVE GOES.,0,46,33,SS,1,Request,,,,
feitan troupe,I read the Dub many times and you still talking hehehe.,0,55,0,Negative,0,Not-Request,,,,
Elmie Mayonila,u can watched also there live song in wish bus..,0,48,33,SS,1,Request,,,,
Jays A,"Detailed review (and reaction), Taetae! ^_^ God bless you more. <3 Support SB19 and A'TINs (fandom). :)",0,103,1,Positive,1,Request,,,,
Dongsaeng Jon,"Please  also react on Inigo Pascual's OPTIONS MV, it is the first Filipino MV that was produced by a korean director :) Link: @",0,127,33,SS,1,Request,,,,
Mercylou Sasi,please have a review on thier debut song tila luha u can see how thier voices blend n high,1,90,33,SS,1,Request,,,,
달님이,thank you for reacting on their mv..i hope you could react on their other songs too..,0,85,1,Positive,1,Request,,,,
JazJoyce,"you may also view the dance practice, for me, i like it the most.",0,65,33,SS,1,Request,,,,
Hannashbelle Delos Reyes,"Sb19's song ""Hanggang Sa Huli"" has a KOREAN version!!! The title of the video is SP19 KPOP (the one who uploaded it just mispelled and they're not even Kpop) It was uploaded by Audie Gemora.",0,190,33,SS,0,Not-Request,,,,
Riz Cz,One of the best review and reaction! Hope you will also review their other songs!. Thank you. ,1,94,1,Positive,1,Request,,,,
_an_ judavnice,Pls react on their go up sb19 practice dance. Thanks,6,52,33,SS,1,Request,,,,
Dee Lady Gonzales,HI!I want to say Thank you for you're all reaction videos and Love and support to SB19..We Pilipinos (especially me) are thankfull that you in the other country that appreciate SB19 Talents..They really deserved this kind of Love and Support..Thank you and keep supporting this Talented Boys #SB19 ,0,298,1,Positive,0,Not-Request,,,,
baeklugh hyun,React to their TILALUHA in WISH 107.5 . ,0,40,33,SS,1,Request,,,,
Joanna De Leon,"Please react to their ""Go up"" dance practice, its amazing i swear ",2,66,33,SS,1,Request,,,,
Lee Madronio,"Please Try to do reaction about their dance practice  , it's dope ..  it's worth it ",0,84,33,SS,1,Request,,,,
Hailanie Pedtamanan,Please react to their dance practice,3,36,33,SS,1,Request,,,,
James Black,"I totally agree when you said that they have this SEVENTEEN vibe. I am a CARAT, and that made me watch SB19's video. Because they have this Sebong's vibe. Esp the rap part, it's somehow similar to Vernon's style, (in a way.)",0,224,33,SS,0,Not-Request,,,,
annnachang,"Hi taetae, new sub but been watching your vids before. :)I really like the way you evaluate very objectively.And always asks/curious with the right questions. ",0,159,1,Positive,0,Not-Request,,,,
Czarina Shane,Please react to their ballads prolly Hanggang sa Huli to see vocal epxlosion,0,76,33,SS,1,Request,,,,
rielitty,"Hi Taetae! Many Filipinos love Kpop, and ShowBT ( The Korean Entertainment Company ) and SB19 went on to create music that breaks the stereotype of Filipino music and dance with Korean influence/inspiration. They're doing amazing and the attention they're getting makes many happy, as some find it refreshing and very innovative to create music of such a new genre in the Philippines. SB19 has a goal to diversify and show that Filipinos too have talents and can perform, be listened to and watched worldwide, together with the usage of the Tagalog language ( PH language ). Despite all these, there are also people who have negative views on SB19, as they seem to think that they're a bit too Kpop and looking like they're just wannabes. While it is true that they are trained/made/inspired by a Korean Company, they do well to represent Filipinos and our language and I stand by that completely. It just is that people will find ways to criticize on new and upcoming things, and I'm sure SB19 is taking into account all the feedback they are getting that they may improve more!They're the first Male Idol group in the Philippines, and we're glad to have you react to them. We appreciate it, sir! Thank you :).",2,1211,33,SS,0,Not-Request,,,,
Eyyy Khu,Jebal... Try to listen #TILALUHA by SB19. Kamsahamnida! ,1,56,33,SS,1,Request,,,,
elohist07,"TAETAE님~~""Tilaluha""라는 제목의 SB19 데뷔 노래에 반응하십시오.https://youtu.be/aN_kkamIgmM그리고 그들의 미발표 앨범 인 ""Hanggang sa Huli""https://youtu.be/0uvs5nAQnv0",1,136,33,SS,1,Request,,,,
Rene Salcedo,"Plss react to daryl ong cover  ""Everytime"" by chen &punch",0,57,33,SS,1,Request,,,,
